date,region,channel,customers,orders,revenue,marketing_spend
2025-12-21,West,Affiliate,310,28,2659.21,226.63
2025-12-22,East,Search,587,34,3423.49,396.58
2025-12-22,East,Social,734,28,2408.43,359.44
2025-12-22,East,Email,346,27,2591.64,116.89
2025-12-22,East,Affiliate,476,43,4483.29,205.55
2025-12-22,South,Search,540,25,2225.36,402.47
2025-12-22,South,Social,617,27,2262.41,350.68
2025-12-22,South,Email,306,27,2903.86,106.04
2025-12-22,South,Affiliate,411,24,2265.05,219.86
2025-12-22,North,Search,497,29,2507.21,413.97
2025-12-22,North,Social,560,34,3404.31,340.63
2025-12-22,North,Email,291,31,2874.04,107.39
2025-12-22,North,Affiliate,376,24,2341.47,204.79
2025-12-22,West,Search,465,24,1962.56,402.78
2025-12-22,West,Social,530,19,1609.53,359.21
2025-12-22,West,Email,262,28,2558.32,112.77
2025-12-22,West,Affiliate,325,16,1651.81,203.94
2025-12-23,East,Search,624,27,2153.63,431.44
2025-12-23,East,Social,715,26,2831.41,371.3
2025-12-23,East,Email,362,39,3212.46,116.75
2025-12-23,East,Affiliate,428,30,2661.67,212.22
2025-12-23,South,Search,574,36,3293.28,424.44
2025-12-23,South,Social,647,27,1586.6,350.3
2025-12-23,South,Email,316,22,1904.66,118.58
2025-12-23,South,Affiliate,400,32,2831.14,211.81
2025-12-23,North,Search,519,30,2884.5,390.01
2025-12-23,North,Social,573,17,1700.4,368.57
2025-12-23,North,Email,296,18,1753.43,115.2
2025-12-23,North,Affiliate,368,21,1768.2,225.89
2025-12-23,West,Search,471,30,3047.75,417.93
2025-12-23,West,Social,506,20,1627.95,345.01
2025-12-23,West,Email,268,34,2591.8,115.38
2025-12-23,West,Affiliate,346,25,2318.98,212.54
2025-12-24,East,Search,598,36,3126.85,420.27
2025-12-24,East,Social,729,29,2632.35,370.29
2025-12-24,East,Email,340,44,4133.1,107.61
2025-12-24,East,Affiliate,426,40,3531.73,224.73
2025-12-24,South,Search,570,30,3341.88,437.36
2025-12-24,South,Social,647,26,2268.3,370.8
2025-12-24,South,Email,299,25,2407.05,111.22
2025-12-24,South,Affiliate,410,25,1900.73,213.99
2025-12-24,North,Search,528,34,2930.21,393.73
2025-12-24,North,Social,599,21,2014.87,360.9
2025-12-24,North,Email,308,32,2806.9,109.48
2025-12-24,North,Affiliate,405,25,2249.63,213.45
2025-12-24,West,Search,492,32,2943.91,393.48
2025-12-24,West,Social,528,20,1776.57,354.27
2025-12-24,West,Email,287,20,1800.85,115.52
2025-12-24,West,Affiliate,351,29,2388.17,227.23
2025-12-25,East,Search,606,36,3117.62,405.69
2025-12-25,East,Social,713,20,2056.24,365.37
2025-12-25,East,Email,354,46,3689.02,115.76
2025-12-25,East,Affiliate,439,36,3387.43,226.69
2025-12-25,South,Search,554,27,2555.23,428.62
2025-12-25,South,Social,666,33,3374.93,365.35
2025-12-25,South,Email,307,30,2894.3,106.99
2025-12-25,South,Affiliate,410,19,1690.7,220.6
2025-12-25,North,Search,541,26,2435.38,399.11
2025-12-25,North,Social,588,26,2627.28,356.0
2025-12-25,North,Email,292,20,1967.39,116.55
2025-12-25,North,Affiliate,361,27,2369.12,207.47
2025-12-25,West,Search,512,37,3727.26,423.77
2025-12-25,West,Social,520,17,1309.18,369.61
2025-12-25,West,Email,268,22,1642.86,115.59
2025-12-25,West,Affiliate,333,29,2487.71,206.35
2025-12-26,East,Search,631,34,3319.08,400.01
2025-12-26,East,Social,671,23,2095.92,351.53
2025-12-26,East,Email,331,31,2986.28,115.2
2025-12-26,East,Affiliate,469,27,2574.1,216.7
2025-12-26,South,Search,548,24,1979.79,398.54
2025-12-26,South,Social,612,21,1702.43,338.78
2025-12-26,South,Email,324,27,2780.73,117.4
2025-12-26,South,Affiliate,375,32,3397.49,224.69
2025-12-26,North,Search,538,32,2805.73,415.47
2025-12-26,North,Social,627,33,2695.45,354.46
2025-12-26,North,Email,316,25,2132.2,110.23
2025-12-26,North,Affiliate,363,16,1430.41,222.14
2025-12-26,West,Search,440,30,2667.67,396.57
2025-12-26,West,Social,523,19,1815.07,337.66
2025-12-26,West,Email,298,29,2591.81,108.49
2025-12-26,West,Affiliate,314,19,1810.86,205.15
2025-12-27,East,Search,598,32,2852.69,421.06
2025-12-27,East,Social,702,16,1756.23,356.83
2025-12-27,East,Email,346,34,2593.98,111.23
2025-12-27,East,Affiliate,426,26,2696.41,223.01
2025-12-27,South,Search,540,28,2166.4,402.34
2025-12-27,South,Social,632,30,2744.31,368.98
2025-12-27,South,Email,319,23,2036.68,115.39
2025-12-27,South,Affiliate,394,24,2313.01,226.03
2025-12-27,North,Search,532,30,2979.83,427.99
2025-12-27,North,Social,578,22,1869.44,345.47
2025-12-27,North,Email,293,29,2236.89,116.41
2025-12-27,North,Affiliate,339,22,1955.86,213.58
2025-12-27,West,Search,464,27,2473.77,394.22
2025-12-27,West,Social,580,16,1601.86,363.92
2025-12-27,West,Email,290,18,1564.7,113.68
2025-12-27,West,Affiliate,346,22,2072.88,224.03
2025-12-28,East,Search,610,39,3546.63,432.86
2025-12-28,East,Social,778,31,2824.75,366.86
2025-12-28,East,Email,400,32,3138.84,112.16
2025-12-28,East,Affiliate,458,24,2340.96,229.96
2025-12-28,South,Search,598,35,2809.86,394.1
2025-12-28,South,Social,653,26,2458.26,346.25
2025-12-28,South,Email,302,28,3108.46,114.82
2025-12-28,South,Affiliate,440,32,3337.78,214.26
2025-12-28,North,Search,565,37,3292.6,421.32
2025-12-28,North,Social,569,25,2392.87,360.45
2025-12-28,North,Email,327,24,2068.75,116.86
2025-12-28,North,Affiliate,371,29,2160.74,223.2
2025-12-28,West,Search,484,36,3277.79,440.87
2025-12-28,West,Social,564,28,2667.91,347.48
2025-12-28,West,Email,277,28,2423.16,114.84
2025-12-28,West,Affiliate,361,28,2566.84,211.76
2025-12-29,East,Search,608,29,2220.29,439.44
2025-12-29,East,Social,707,22,2157.56,371.48
2025-12-29,East,Email,347,30,2512.74,120.52
2025-12-29,East,Affiliate,469,38,3083.55,208.49
2025-12-29,South,Search,563,33,3170.51,401.18
2025-12-29,South,Social,628,22,1998.05,378.51
2025-12-29,South,Email,316,31,2665.71,117.44
2025-12-29,South,Affiliate,367,24,2120.07,223.97
2025-12-29,North,Search,571,32,2924.63,409.14
2025-12-29,North,Social,570,20,1987.66,363.5
2025-12-29,North,Email,309,25,2747.01,115.07
2025-12-29,North,Affiliate,386,25,2516.39,216.11
2025-12-29,West,Search,456,32,2805.64,393.95
2025-12-29,West,Social,558,23,1897.18,343.16
2025-12-29,West,Email,258,27,2632.74,119.18
2025-12-29,West,Affiliate,321,15,1627.41,206.75
2025-12-30,East,Search,617,39,3451.2,404.91
2025-12-30,East,Social,694,30,2651.88,344.85
2025-12-30,East,Email,377,32,3418.92,120.6
2025-12-30,East,Affiliate,437,14,1302.66,226.85
2025-12-30,South,Search,596,34,3528.31,402.55
2025-12-30,South,Social,645,27,2660.33,380.1
2025-12-30,South,Email,334,24,2363.56,108.61
2025-12-30,South,Affiliate,390,30,2805.03,216.44
2025-12-30,North,Search,545,37,3275.58,436.25
2025-12-30,North,Social,586,16,1682.09,351.91
2025-12-30,North,Email,328,38,3369.82,120.21
2025-12-30,North,Affiliate,344,27,2146.1,231.14
2025-12-30,West,Search,530,41,3112.6,443.04
2025-12-30,West,Social,546,24,2204.2,353.11
2025-12-30,West,Email,296,27,2536.72,114.42
2025-12-30,West,Affiliate,339,27,2294.45,217.18
2025-12-31,East,Search,656,38,3221.68,414.02
2025-12-31,East,Social,720,21,1997.16,341.57
2025-12-31,East,Email,356,32,2785.61,110.22
2025-12-31,East,Affiliate,460,27,2757.98,220.58
2025-12-31,South,Search,570,33,2933.21,440.16
2025-12-31,South,Social,687,31,2669.28,344.6
2025-12-31,South,Email,308,37,3537.78,114.24
2025-12-31,South,Affiliate,419,31,3058.52,211.93
2025-12-31,North,Search,501,24,2200.96,412.61
2025-12-31,North,Social,577,19,1654.33,373.04
2025-12-31,North,Email,295,31,3048.9,120.48
2025-12-31,North,Affiliate,384,40,3980.13,221.47
2025-12-31,West,Search,462,24,2225.58,396.76
2025-12-31,West,Social,538,26,2018.46,378.06
2025-12-31,West,Email,279,27,2342.55,120.57
2025-12-31,West,Affiliate,354,25,2435.84,208.01
2026-01-01,East,Search,757,46,4453.11,402.9
2026-01-01,East,Social,811,18,1756.9,354.13
2026-01-01,East,Email,426,48,4377.63,108.84
2026-01-01,East,Affiliate,504,34,2672.86,208.66
2026-01-01,South,Search,700,43,3978.5,425.73
2026-01-01,South,Social,809,26,2349.4,360.49
2026-01-01,South,Email,369,32,2445.13,120.72
2026-01-01,South,Affiliate,468,34,3041.37,211.9
2026-01-01,North,Search,599,36,3195.19,417.83
2026-01-01,North,Social,708,29,2645.04,374.05
2026-01-01,North,Email,344,39,3301.1,109.06
2026-01-01,North,Affiliate,425,38,3831.34,212.56
2026-01-01,West,Search,565,26,1898.22,426.0
2026-01-01,West,Social,643,23,2022.25,372.78
2026-01-01,West,Email,330,23,2038.31,114.56
2026-01-01,West,Affiliate,442,29,2576.61,222.3
2026-01-02,East,Search,657,38,2937.78,439.03
2026-01-02,East,Social,759,32,2759.76,372.99
2026-01-02,East,Email,326,35,3074.42,111.48
2026-01-02,East,Affiliate,439,39,3462.97,218.15
2026-01-02,South,Search,550,28,2775.04,414.28
2026-01-02,South,Social,680,24,2247.84,362.62
2026-01-02,South,Email,310,22,1862.44,114.26
2026-01-02,South,Affiliate,459,24,2186.5,218.4
2026-01-02,North,Search,533,30,2581.67,429.96
2026-01-02,North,Social,618,17,1421.95,380.15
2026-01-02,North,Email,302,23,1793.89,110.69
2026-01-02,North,Affiliate,381,35,3181.98,228.6
2026-01-02,West,Search,504,28,2628.89,427.11
2026-01-02,West,Social,536,23,2073.85,371.36
2026-01-02,West,Email,295,17,1654.56,119.32
2026-01-02,West,Affiliate,309,25,2245.93,214.83
2026-01-03,East,Search,647,36,3710.19,415.53
2026-01-03,East,Social,782,21,1715.82,376.51
2026-01-03,East,Email,335,36,3428.17,115.74
2026-01-03,East,Affiliate,453,39,3413.11,224.25
2026-01-03,South,Search,549,45,3716.84,426.21
2026-01-03,South,Social,652,23,2408.65,361.87
2026-01-03,South,Email,288,20,1772.26,113.68
2026-01-03,South,Affiliate,403,32,3183.64,219.97
2026-01-03,North,Search,531,31,2834.18,406.38
2026-01-03,North,Social,608,15,1525.79,363.16
2026-01-03,North,Email,281,30,2654.79,110.53
2026-01-03,North,Affiliate,377,20,1973.98,229.95
2026-01-03,West,Search,475,31,2680.97,405.86
2026-01-03,West,Social,571,24,2132.79,359.8
2026-01-03,West,Email,282,24,2392.57,117.81
2026-01-03,West,Affiliate,331,24,1904.79,226.2
2026-01-04,East,Search,624,35,3461.9,425.35
2026-01-04,East,Social,759,27,2263.49,346.07
2026-01-04,East,Email,393,33,3315.36,119.37
2026-01-04,East,Affiliate,459,27,2411.41,222.16
2026-01-04,South,Search,605,35,3174.26,419.57
2026-01-04,South,Social,607,18,1598.54,382.75
2026-01-04,South,Email,330,40,3044.92,117.09
2026-01-04,South,Affiliate,435,31,2984.53,212.79
2026-01-04,North,Search,494,27,2653.75,421.48
2026-01-04,North,Social,594,23,2077.45,346.86
2026-01-04,North,Email,307,24,2113.86,110.67
2026-01-04,North,Affiliate,353,28,2831.42,224.06
2026-01-04,West,Search,482,25,2224.4,402.7
2026-01-04,West,Social,564,25,2178.49,348.76
2026-01-04,West,Email,281,23,2109.67,120.97
2026-01-04,West,Affiliate,331,20,1959.7,217.91
2026-01-05,East,Search,650,44,4478.39,448.39
2026-01-05,East,Social,736,30,2379.74,351.05
2026-01-05,East,Email,352,34,3489.29,122.71
2026-01-05,East,Affiliate,475,37,2933.53,224.58
2026-01-05,South,Search,598,39,3485.07,449.53
2026-01-05,South,Social,662,23,2271.77,349.99
2026-01-05,South,Email,318,31,2650.73,119.81
2026-01-05,South,Affiliate,395,32,2576.02,222.53
2026-01-05,North,Search,515,24,2335.03,443.42
2026-01-05,North,Social,602,25,2402.76,351.09
2026-01-05,North,Email,270,22,1776.76,110.88
2026-01-05,North,Affiliate,387,20,1757.38,212.27
2026-01-05,West,Search,519,32,2369.26,430.92
2026-01-05,West,Social,550,17,1380.1,372.01
2026-01-05,West,Email,291,33,2840.03,112.87
2026-01-05,West,Affiliate,350,19,1527.75,233.17
2026-01-06,East,Search,646,37,3804.25,437.31
2026-01-06,East,Social,705,23,2075.24,358.74
2026-01-06,East,Email,343,30,2438.17,110.89
2026-01-06,East,Affiliate,483,28,2758.95,213.75
2026-01-06,South,Search,547,45,4027.45,408.37
2026-01-06,South,Social,653,23,2508.92,384.51
2026-01-06,South,Email,319,29,2562.51,118.81
2026-01-06,South,Affiliate,398,18,1726.92,233.97
2026-01-06,North,Search,543,32,2971.76,423.43
2026-01-06,North,Social,605,22,2075.12,367.47
2026-01-06,North,Email,255,17,1410.17,116.96
2026-01-06,North,Affiliate,389,22,1945.94,225.76
2026-01-06,West,Search,456,34,2318.57,407.0
2026-01-06,West,Social,572,33,2804.27,381.87
2026-01-06,West,Email,278,22,2078.82,112.03
2026-01-06,West,Affiliate,355,30,3023.9,222.82
2026-01-07,East,Search,633,33,2818.66,425.19
2026-01-07,East,Social,743,23,2227.73,347.33
2026-01-07,East,Email,400,27,2707.49,118.92
2026-01-07,East,Affiliate,481,29,2502.44,210.38
2026-01-07,South,Search,596,28,2454.05,410.09
2026-01-07,South,Social,635,16,1530.84,370.06
2026-01-07,South,Email,299,34,2808.97,110.3
2026-01-07,South,Affiliate,409,26,2273.65,223.85
2026-01-07,North,Search,542,35,2877.41,404.58
2026-01-07,North,Social,618,33,3137.92,386.75
2026-01-07,North,Email,284,24,2155.64,110.47
2026-01-07,North,Affiliate,384,18,1792.7,221.56
2026-01-07,West,Search,518,22,2142.86,425.49
2026-01-07,West,Social,557,19,1591.67,381.41
2026-01-07,West,Email,278,25,1885.36,116.36
2026-01-07,West,Affiliate,336,17,1486.03,225.8
2026-01-08,East,Search,629,34,2836.07,423.49
2026-01-08,East,Social,759,31,2589.69,357.16
2026-01-08,East,Email,374,35,3205.9,113.4
2026-01-08,East,Affiliate,479,39,3744.12,227.0
2026-01-08,South,Search,591,27,2642.1,446.97
2026-01-08,South,Social,667,22,1953.01,379.81
2026-01-08,South,Email,348,35,3135.99,118.98
2026-01-08,South,Affiliate,375,25,2297.53,224.22
2026-01-08,North,Search,525,18,1445.36,423.97
2026-01-08,North,Social,615,29,2024.98,345.89
2026-01-08,North,Email,312,21,1830.78,122.27
2026-01-08,North,Affiliate,379,28,2551.96,230.81
2026-01-08,West,Search,494,20,2066.08,406.69
2026-01-08,West,Social,575,23,2051.83,366.49
2026-01-08,West,Email,299,25,2267.43,113.57
2026-01-08,West,Affiliate,323,17,1733.85,236.54
2026-01-09,East,Search,695,31,2957.49,411.02
2026-01-09,East,Social,725,32,2702.67,362.09
2026-01-09,East,Email,398,42,3981.32,119.83
2026-01-09,East,Affiliate,466,42,4335.28,230.8
2026-01-09,South,Search,582,35,3257.32,404.6
2026-01-09,South,Social,698,25,2138.83,352.98
2026-01-09,South,Email,357,35,2584.54,112.27
2026-01-09,South,Affiliate,401,24,1900.74,217.54
2026-01-09,North,Search,530,26,2665.62,446.41
2026-01-09,North,Social,635,20,1695.02,363.53
2026-01-09,North,Email,292,35,3514.81,116.54
2026-01-09,North,Affiliate,414,27,2153.86,212.41
2026-01-09,West,Search,507,21,1778.43,438.95
2026-01-09,West,Social,547,19,1633.23,368.77
2026-01-09,West,Email,266,27,2952.29,122.5
2026-01-09,West,Affiliate,352,29,2730.11,220.18
2026-01-10,East,Search,675,39,4119.09,450.36
2026-01-10,East,Social,778,22,2104.98,352.59
2026-01-10,East,Email,358,31,3056.83,120.83
2026-01-10,East,Affiliate,478,25,2518.63,238.59
2026-01-10,South,Search,580,32,2646.57,431.85
2026-01-10,South,Social,663,30,2665.59,377.11
2026-01-10,South,Email,366,34,2976.0,123.02
2026-01-10,South,Affiliate,442,25,2256.6,233.55
2026-01-10,North,Search,526,33,2326.74,430.97
2026-01-10,North,Social,565,25,2040.11,373.78
2026-01-10,North,Email,297,36,3071.58,115.94
2026-01-10,North,Affiliate,363,19,1662.92,238.24
2026-01-10,West,Search,496,28,2673.38,438.79
2026-01-10,West,Social,561,20,1678.72,366.63
2026-01-10,West,Email,283,30,2666.37,113.98
2026-01-10,West,Affiliate,325,16,1477.91,232.42
2026-01-11,East,Search,683,44,3189.64,454.76
2026-01-11,East,Social,749,31,2784.43,390.3
2026-01-11,East,Email,395,41,3564.46,119.82
2026-01-11,East,Affiliate,483,41,3319.89,218.74
2026-01-11,South,Search,571,26,2341.99,448.47
2026-01-11,South,Social,691,27,2785.53,358.58
2026-01-11,South,Email,353,29,2605.08,120.5
2026-01-11,South,Affiliate,430,27,2155.22,226.6
2026-01-11,North,Search,534,26,2523.11,448.58
2026-01-11,North,Social,574,26,2113.44,351.53
2026-01-11,North,Email,296,32,2842.32,112.19
2026-01-11,North,Affiliate,420,16,1548.62,220.6
2026-01-11,West,Search,500,27,2758.42,424.77
2026-01-11,West,Social,600,19,1756.06,363.69
2026-01-11,West,Email,274,22,1886.17,113.41
2026-01-11,West,Affiliate,334,25,2359.7,238.51
2026-01-12,East,Search,726,45,4080.59,424.95
2026-01-12,East,Social,744,22,2202.23,382.08
2026-01-12,East,Email,355,38,3500.79,117.39
2026-01-12,East,Affiliate,465,30,2760.63,219.67
2026-01-12,South,Search,583,38,3512.17,412.89
2026-01-12,South,Social,697,24,2558.39,359.36
2026-01-12,South,Email,312,33,3579.32,117.4
2026-01-12,South,Affiliate,428,29,2861.32,223.25
2026-01-12,North,Search,517,30,2747.2,415.69
2026-01-12,North,Social,590,21,2159.86,380.56
2026-01-12,North,Email,289,26,2221.73,113.48
2026-01-12,North,Affiliate,378,24,2034.3,221.52
2026-01-12,West,Search,519,28,2283.0,426.27
2026-01-12,West,Social,606,28,2707.91,360.82
2026-01-12,West,Email,264,26,2087.14,121.14
2026-01-12,West,Affiliate,368,23,2071.39,222.62
2026-01-13,East,Search,701,40,3581.19,450.95
2026-01-13,East,Social,733,25,2478.8,361.69
2026-01-13,East,Email,369,32,3170.04,112.15
2026-01-13,East,Affiliate,443,26,2354.09,225.14
2026-01-13,South,Search,598,32,2960.09,409.46
2026-01-13,South,Social,669,29,2608.29,350.49
2026-01-13,South,Email,340,27,2603.43,113.11
2026-01-13,South,Affiliate,413,30,2697.57,227.13
2026-01-13,North,Search,556,28,2734.21,410.45
2026-01-13,North,Social,637,21,1809.11,372.34
2026-01-13,North,Email,361,40,3894.53,122.93
2026-01-13,North,Affiliate,402,33,2768.95,219.96
2026-01-13,West,Search,511,27,2302.42,444.86
2026-01-13,West,Social,570,16,1655.23,368.87
2026-01-13,West,Email,274,30,2915.4,114.51
2026-01-13,West,Affiliate,347,21,1826.46,236.91
2026-01-14,East,Search,687,49,4285.64,418.85
2026-01-14,East,Social,761,33,2629.34,359.32
2026-01-14,East,Email,389,42,4080.29,116.49
2026-01-14,East,Affiliate,488,42,3577.5,226.52
2026-01-14,South,Search,577,28,2365.3,457.77
2026-01-14,South,Social,706,23,1627.58,358.99
2026-01-14,South,Email,326,19,1702.01,114.17
2026-01-14,South,Affiliate,430,24,2168.07,234.06
2026-01-14,North,Search,541,32,2975.66,442.92
2026-01-14,North,Social,614,27,2163.87,358.01
2026-01-14,North,Email,319,36,3105.78,116.02
2026-01-14,North,Affiliate,371,24,1900.08,232.39
2026-01-14,West,Search,492,35,3522.03,426.72
2026-01-14,West,Social,568,16,1560.79,373.07
2026-01-14,West,Email,278,25,2282.53,123.36
2026-01-14,West,Affiliate,360,30,2596.3,223.35
2026-01-15,East,Search,748,55,4808.96,430.42
2026-01-15,East,Social,896,41,4089.75,355.51
2026-01-15,East,Email,451,40,2864.78,116.6
2026-01-15,East,Affiliate,557,31,2495.31,215.83
2026-01-15,South,Search,708,42,3429.52,453.99
2026-01-15,South,Social,774,29,2487.31,359.13
2026-01-15,South,Email,394,43,3396.86,126.02
2026-01-15,South,Affiliate,484,29,2521.79,234.86
2026-01-15,North,Search,649,36,3354.33,428.48
2026-01-15,North,Social,804,34,3442.53,366.31
2026-01-15,North,Email,320,24,1997.55,121.17
2026-01-15,North,Affiliate,446,31,2659.29,239.82
2026-01-15,West,Search,606,28,2713.89,446.11
2026-01-15,West,Social,661,37,3846.89,381.17
2026-01-15,West,Email,285,34,2342.05,116.45
2026-01-15,West,Affiliate,434,27,2456.48,238.58
2026-01-16,East,Search,693,41,3900.9,440.97
2026-01-16,East,Social,811,21,1940.11,391.98
2026-01-16,East,Email,363,27,2338.03,116.39
2026-01-16,East,Affiliate,498,47,4670.56,230.48
2026-01-16,South,Search,587,30,2294.86,427.93
2026-01-16,South,Social,721,35,3192.76,393.39
2026-01-16,South,Email,318,28,2255.45,114.64
2026-01-16,South,Affiliate,399,29,2888.79,216.75
2026-01-16,North,Search,515,25,2296.5,433.1
2026-01-16,North,Social,628,16,1562.28,362.98
2026-01-16,North,Email,311,22,1934.93,114.44
2026-01-16,North,Affiliate,380,25,2422.82,217.78
2026-01-16,West,Search,490,26,2114.07,431.23
2026-01-16,West,Social,601,23,2367.74,365.56
2026-01-16,West,Email,281,23,2048.22,125.67
2026-01-16,West,Affiliate,338,19,1789.64,221.61
2026-01-17,East,Search,678,42,3189.12,446.92
2026-01-17,East,Social,749,29,2692.13,378.73
2026-01-17,East,Email,362,21,2083.57,114.19
2026-01-17,East,Affiliate,502,33,3042.51,230.08
2026-01-17,South,Search,632,31,3207.86,415.5
2026-01-17,South,Social,656,28,2506.95,371.11
2026-01-17,South,Email,337,29,2180.41,116.69
2026-01-17,South,Affiliate,427,27,2527.27,221.83
2026-01-17,North,Search,537,37,3580.42,424.86
2026-01-17,North,Social,584,21,2085.65,392.93
2026-01-17,North,Email,316,28,2369.78,114.3
2026-01-17,North,Affiliate,349,24,2503.91,233.83
2026-01-17,West,Search,531,38,3435.72,437.64
2026-01-17,West,Social,583,29,2548.23,352.53
2026-01-17,West,Email,284,27,2745.31,120.75
2026-01-17,West,Affiliate,351,18,1723.58,234.22
2026-01-18,East,Search,644,39,3542.96,433.8
2026-01-18,East,Social,742,26,2094.97,375.51
2026-01-18,East,Email,362,37,3534.38,122.76
2026-01-18,East,Affiliate,473,30,2421.53,223.37
2026-01-18,South,Search,629,28,2529.6,446.24
2026-01-18,South,Social,688,31,2694.66,363.88
2026-01-18,South,Email,336,31,3029.11,118.13
2026-01-18,South,Affiliate,400,30,2497.09,224.33
2026-01-18,North,Search,558,28,2751.31,447.85
2026-01-18,North,Social,598,16,1380.63,381.46
2026-01-18,North,Email,297,32,3341.85,124.69
2026-01-18,North,Affiliate,363,38,3240.81,223.02
2026-01-18,West,Search,486,17,1479.61,428.97
2026-01-18,West,Social,612,28,2248.75,360.7
2026-01-18,West,Email,274,31,2910.75,122.86
2026-01-18,West,Affiliate,332,27,2398.15,230.55
2026-01-19,East,Search,639,37,3011.38,428.72
2026-01-19,East,Social,728,24,1859.72,369.92
2026-01-19,East,Email,375,33,3065.04,120.97
2026-01-19,East,Affiliate,462,25,2498.21,226.17
2026-01-19,South,Search,639,38,3438.57,432.4
2026-01-19,South,Social,670,24,2072.21,383.4
2026-01-19,South,Email,313,27,2574.91,114.94
2026-01-19,South,Affiliate,443,36,3835.72,227.09
2026-01-19,North,Search,513,43,3889.42,432.7
2026-01-19,North,Social,627,34,2862.04,375.39
2026-01-19,North,Email,314,32,3087.64,124.58
2026-01-19,North,Affiliate,384,23,2099.46,217.99
2026-01-19,West,Search,495,23,1971.26,461.61
2026-01-19,West,Social,583,24,2442.13,359.52
2026-01-19,West,Email,267,24,2370.92,118.4
2026-01-19,West,Affiliate,365,20,1527.15,216.8
2026-01-20,East,Search,654,41,3362.8,453.74
2026-01-20,East,Social,749,31,2664.71,392.96
2026-01-20,East,Email,391,33,3247.0,122.11
2026-01-20,East,Affiliate,489,32,2924.43,240.58
2026-01-20,South,Search,610,36,2886.83,433.32
2026-01-20,South,Social,661,25,2500.84,380.58
2026-01-20,South,Email,342,28,2236.52,121.36
2026-01-20,South,Affiliate,433,23,2005.92,226.33
2026-01-20,North,Search,567,37,3585.59,418.48
2026-01-20,North,Social,611,20,1757.09,358.89
2026-01-20,North,Email,305,22,1997.95,115.07
2026-01-20,North,Affiliate,377,26,2617.51,234.17
2026-01-20,West,Search,537,23,2160.72,454.98
2026-01-20,West,Social,560,23,2095.98,391.63
2026-01-20,West,Email,294,34,2989.37,120.95
2026-01-20,West,Affiliate,369,20,1915.14,240.07
2026-01-21,East,Search,716,45,3535.26,462.09
2026-01-21,East,Social,805,34,3135.4,374.04
2026-01-21,East,Email,361,27,2448.16,127.03
2026-01-21,East,Affiliate,452,24,2382.06,226.91
2026-01-21,South,Search,596,32,2826.86,414.36
2026-01-21,South,Social,759,35,3632.77,358.2
2026-01-21,South,Email,342,33,3218.1,125.85
2026-01-21,South,Affiliate,409,19,1562.12,225.49
2026-01-21,North,Search,570,39,4253.29,435.5
2026-01-21,North,Social,622,29,2874.44,372.83
2026-01-21,North,Email,313,32,2389.72,117.43
2026-01-21,North,Affiliate,400,26,2449.18,243.69
2026-01-21,West,Search,536,30,2800.75,465.92
2026-01-21,West,Social,549,19,1674.17,393.33
2026-01-21,West,Email,277,22,1966.37,118.63
2026-01-21,West,Affiliate,339,17,1771.11,237.89
2026-01-22,East,Search,622,37,3055.26,456.18
2026-01-22,East,Social,739,34,3335.57,376.23
2026-01-22,East,Email,357,42,4492.59,116.29
2026-01-22,East,Affiliate,473,27,2721.44,236.48
2026-01-22,South,Search,575,27,2474.17,455.06
2026-01-22,South,Social,658,19,1628.5,374.83
2026-01-22,South,Email,314,24,2200.37,120.22
2026-01-22,South,Affiliate,432,37,3093.22,245.0
2026-01-22,North,Search,545,24,2171.64,455.13
2026-01-22,North,Social,610,28,2725.48,376.14
2026-01-22,North,Email,299,29,2511.06,127.3
2026-01-22,North,Affiliate,409,32,2652.14,239.95
2026-01-22,West,Search,516,26,2186.52,423.2
2026-01-22,West,Social,526,33,3456.49,381.28
2026-01-22,West,Email,260,15,1300.29,124.51
2026-01-22,West,Affiliate,341,24,1886.07,230.1
2026-01-23,East,Search,679,41,4302.64,435.07
2026-01-23,East,Social,760,40,3570.32,368.23
2026-01-23,East,Email,388,25,2220.39,125.68
2026-01-23,East,Affiliate,478,26,2598.08,244.12
2026-01-23,South,Search,610,41,4299.46,436.16
2026-01-23,South,Social,678,29,2526.49,362.94
2026-01-23,South,Email,320,30,2387.07,122.96
2026-01-23,South,Affiliate,415,21,1838.05,221.67
2026-01-23,North,Search,557,46,4442.41,441.22
2026-01-23,North,Social,587,24,1963.35,370.01
2026-01-23,North,Email,328,35,3526.16,114.91
2026-01-23,North,Affiliate,387,25,2467.53,241.44
2026-01-23,West,Search,505,16,1459.23,437.41
2026-01-23,West,Social,560,21,2333.04,382.04
2026-01-23,West,Email,273,25,2511.29,127.74
2026-01-23,West,Affiliate,358,24,2189.47,240.01
2026-01-24,East,Search,677,42,3855.5,467.01
2026-01-24,East,Social,724,23,1750.31,367.06
2026-01-24,East,Email,389,24,2127.96,117.83
2026-01-24,East,Affiliate,481,31,2479.6,220.44
2026-01-24,South,Search,612,38,3524.31,420.19
2026-01-24,South,Social,670,23,1957.91,377.79
2026-01-24,South,Email,338,39,3516.94,120.81
2026-01-24,South,Affiliate,437,20,1906.64,237.23
2026-01-24,North,Search,557,30,2633.77,419.96
2026-01-24,North,Social,593,26,2600.74,373.33
2026-01-24,North,Email,307,31,2520.96,119.79
2026-01-24,North,Affiliate,364,27,2439.66,221.09
2026-01-24,West,Search,504,36,3487.73,423.97
